Smiles,IDs,IC50 Count,Kd Count,EC50 Count,pIC50 Min,pIC50 Max,pIC50 Mean,pIC50 Median,pKd Min,pKd Max,pKd Mean,pKd Median,pEC50 Min,pEC50 Max,pEC50 Mean,pEC50 Median,Phenotype,Modulator
N#Cc1ccc2c(c1)CC(CO)NC2c1cc(F)cc(Cl)c1,167993652,0,0,1,,,,,,,,,7.800000875,7.800000875,7.800000875,7.800000875,Active,Agonist
N#Cc1cccc(NC(=O)N2CCc3ccccc3[C@H]2c2ccc(C(F)(F)F)cc2)c1,"50086638, CHEMBL3235962, 50086664",3,0,0,6.721246399,7.080921908,6.961030072,7.080921908,,,,,,,,,Active,Antagonist
N#Cc1cccc(NC(=O)N2CCc3ccccc3C2c2ccc(C(F)(F)F)cc2)c1,59536299,1,0,0,10.08092191,10.08092191,10.08092191,10.08092191,,,,,,,,,Active,Antagonist
N#Cc1ccccc1NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1,"50086663, 50086639, CHEMBL3235961",3,0,0,6.372634143,6.982966661,6.576078316,6.372634143,,,,,,,,,Active,Antagonist
N#Cc1ccccc1NC(=O)N1CCc2ccccc2C1c1ccc(C(F)(F)F)cc1,59536383,1,0,0,9.372634143,9.372634143,9.372634143,9.372634143,,,,,,,,,Active,Antagonist
N#Cc1cnc(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(Cl)c1,"118719633, CHEMBL3353580, 50253326",3,0,0,4.623751625,7.623751625,5.623751625,4.623751625,,,,,,,,,Inactive,Antagonist
N/C(=N\O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2cc3ccccc3s2)cc1,433553,1,0,0,7.619788758,7.619788758,7.619788758,7.619788758,,,,,,,,,Active,Antagonist
N[C@H]1CCC[C@@H](N(C(=O)c2ccccc2OCc2ccccc2)C2CC2)C1,"CHEMBL2442034, 51082012",2,0,0,5.696803943,5.696803943,5.696803943,5.696803943,,,,,,,,,Inactive,Antagonist
N[C@H]1CCC[C@@H](N(C(=O)c2ccccc2OCc2ccccc2)C2CCC2)C1,"CHEMBL2442033, 51082013",2,0,0,5.866461092,5.866461092,5.866461092,5.866461092,,,,,,,,,Inactive,Antagonist
N[C@H]1CCC[C@@H](N(CC2CC2)C(=O)c2ccccc2OCc2ccccc2)C1,"CHEMBL2442030, 51082009",2,0,0,6.226945307,6.226945307,6.226945307,6.226945307,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(Cl)cccc21,"CHEMBL4758145, 51366406",2,0,0,6.142667504,6.142667504,6.142667504,6.142667504,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(Cl)cc21,"CHEMBL4749601, 51366404",2,0,0,6.522878745,6.522878745,6.522878745,6.522878745,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(F)cc21,"CHEMBL4763262, 51366405",2,0,0,7,7,7,7,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cccc21,"CHEMBL4749804, 51366407",2,0,0,6.920818754,6.920818754,6.920818754,6.920818754,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccc(Cl)cc21,"CHEMBL4785984, 51366408",2,0,0,6.920818754,6.920818754,6.920818754,6.920818754,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccc(F)cc21,"CHEMBL4759917, 51366409",2,0,0,7.045757491,7.045757491,7.045757491,7.045757491,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccccc21,"CHEMBL4748099, 51366412",2,0,0,6.568636236,6.568636236,6.568636236,6.568636236,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ncccc21,"CHEMBL4754910, 51366411",2,0,0,4.709965389,4.709965389,4.709965389,4.709965389,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCCc2ccccc21,"CHEMBL4745090, 51366413",2,0,0,5.853871964,5.853871964,5.853871964,5.853871964,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1COc2ccccc21,"CHEMBL4763338, 51366410",2,0,0,5.48148606,5.48148606,5.48148606,5.48148606,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(Cl)cc21,"CHEMBL4762495, 51366400",2,0,0,6.958607315,6.958607315,6.958607315,6.958607315,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(F)cc21,"CHEMBL4752955, 51366401",2,0,0,6.958607315,6.958607315,6.958607315,6.958607315,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1N)[C@@H]1CCc2c(F)cc(Cl)cc21,"CHEMBL4795385, 51366399",2,0,0,6.769551079,6.769551079,6.769551079,6.769551079,,,,,,,,,Active,Antagonist
NC(=O)[C@@H](c1ccccc1)N(Cc1ccc(Cl)cc1)C(=O)c1ccccc1,"CHEMBL3979103, 50542863",2,0,0,4.552841969,4.552841969,4.552841969,4.552841969,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccccc1,"CHEMBL3899728, 50542862",2,0,0,5.301029996,5.301029996,5.301029996,5.301029996,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1,"CHEMBL3897350, 50542849",2,0,0,5.522878745,5.522878745,5.522878745,5.522878745,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(Cc1cccc(F)c1)C(=O)c1ccccc1,"CHEMBL3927831, 50543017",2,0,0,5.091514981,5.091514981,5.091514981,5.091514981,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(Cc1cccc(OC(F)(F)F)c1)C(=O)c1ccccc1,"CHEMBL3970879, 50543050",2,0,0,5.327902142,5.327902142,5.327902142,5.327902142,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(Cc1ccccc1)C(=O)c1ccccc1,"CHEMBL3900408, 50542861",2,0,0,4.958607315,4.958607315,4.958607315,4.958607315,,,,,,,,,Inactive,Antagonist
NC(=O)[C@@H](c1ccccc1)N(Cc1ccccc1Cl)C(=O)c1ccccc1,"CHEMBL3908765, 50543031",2,0,0,5.251811973,5.251811973,5.251811973,5.251811973,,,,,,,,,Inactive,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2c(Cl)cccc21,118935151,1,0,0,9.142667504,9.142667504,9.142667504,9.142667504,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2c(F)cc(Cl)cc21,87055293,1,0,0,9.522878745,9.522878745,9.522878745,9.522878745,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2c(F)cc(F)cc21,87055207,1,0,0,10,10,10,10,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2c(F)cccc21,118935914,1,0,0,9.920818754,9.920818754,9.920818754,9.920818754,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2ccc(Cl)cc21,86278936,1,0,0,9.920818754,9.920818754,9.920818754,9.920818754,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2ccc(F)cc21,118935130,1,0,0,10.04575749,10.04575749,10.04575749,10.04575749,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2ccccc21,162650389,1,0,0,9.568636236,9.568636236,9.568636236,9.568636236,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCc2ncccc21,121295759,1,0,0,7.709965389,7.709965389,7.709965389,7.709965389,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1CCCc2ccccc21,162647821,1,0,0,8.853871964,8.853871964,8.853871964,8.853871964,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1ccccc1)C1COc2ccccc21,118935313,1,0,0,8.48148606,8.48148606,8.48148606,8.48148606,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1cccnc1)C1CCc2c(F)cc(Cl)cc21,87055294,1,0,0,9.958607315,9.958607315,9.958607315,9.958607315,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1cccnc1)C1CCc2c(F)cc(F)cc21,87054960,1,0,0,9.958607315,9.958607315,9.958607315,9.958607315,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(C(=O)c1cccnc1N)C1CCc2c(F)cc(Cl)cc21,87055788,1,0,0,9.769551079,9.769551079,9.769551079,9.769551079,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(Cc1ccc(Cl)cc1)C(=O)c1ccccc1,118246774,1,0,0,7.552841969,7.552841969,7.552841969,7.552841969,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccccc1,118246690,1,0,0,8.301029996,8.301029996,8.301029996,8.301029996,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1,118247077,1,0,0,8.522878745,8.522878745,8.522878745,8.522878745,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(Cc1cccc(F)c1)C(=O)c1ccccc1,118246886,1,0,0,8.091514981,8.091514981,8.091514981,8.091514981,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(Cc1cccc(OC(F)(F)F)c1)C(=O)c1ccccc1,118247022,1,0,0,8.327902142,8.327902142,8.327902142,8.327902142,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(Cc1ccccc1)C(=O)c1ccccc1,118246926,1,0,0,7.958607315,7.958607315,7.958607315,7.958607315,,,,,,,,,Active,Antagonist
NC(=O)C(c1ccccc1)N(Cc1ccccc1Cl)C(=O)c1ccccc1,118246755,1,0,0,8.251811973,8.251811973,8.251811973,8.251811973,,,,,,,,,Active,Antagonist
NC(=O)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)sc2ccccc12,433538,1,0,0,8.045757491,8.045757491,8.045757491,8.045757491,,,,,,,,,Active,Antagonist
NC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2cc3ccccc3s2)cc1,433500,1,0,0,7.337242168,7.337242168,7.337242168,7.337242168,,,,,,,,,Active,Antagonist
NC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C(F)(F)F)cc1,"291866, CHEMBL3687413",2,0,0,8,8,8,8,,,,,,,,,Active,Antagonist
NC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc1,"291865, CHEMBL3687412",2,0,0,8.070581074,8.070581074,8.070581074,8.070581074,,,,,,,,,Active,Antagonist
NC(=O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(C(F)(F)F)cc2Cl)cc1,"49783874, 50253252, CHEMBL3353574",3,0,0,7.15490196,10.15490196,8.15490196,7.15490196,,,,,,,,,Active,Antagonist
NC(=O)c1ccccc1N1CC=C(c2ccc([N+](=O)[O-])cc2)NC1=O,50333159,1,0,0,4.943095149,4.943095149,4.943095149,4.943095149,,,,,,,,,Inactive,Antagonist
NC(=O)c1ccccc1N1CC=C(c2cccc([N+](=O)[O-])c2)NC1=O,"50333247, 50333142",1,0,1,5.080921908,5.080921908,5.080921908,5.080921908,,,,,4.812479279,4.812479279,4.812479279,4.812479279,Inactive,Agonist
Nc1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2cc3ccccc3s2)cc1,433694,1,0,0,7.886056648,7.886056648,7.886056648,7.886056648,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2Br)cc1,433691,1,0,0,8.397940009,8.397940009,8.397940009,8.397940009,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2Br)cc1Br,433692,1,0,0,8.22184875,8.22184875,8.22184875,8.22184875,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCC(F)(F)F)c2cc3ccccc3s2)cc1,433569,1,0,0,7.823908741,7.823908741,7.823908741,7.823908741,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCC(F)(F)F)c2cc3ccccc3s2)cc1Cl,433641,1,0,0,7.460923901,7.460923901,7.460923901,7.460923901,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCC(F)(F)F)c2sc3ccccc3c2Br)cc1,433642,1,0,0,8.408935393,8.408935393,8.408935393,8.408935393,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCC(F)(F)F)c2sc3ccccc3c2Br)cc1Br,433643,1,0,0,7.91721463,7.91721463,7.91721463,7.91721463,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCC(F)(F)F)c2sc3ccccc3c2Cl)cc1,433640,1,0,0,8.193820026,8.193820026,8.193820026,8.193820026,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCCCC(F)(F)F)c2sc3ccccc3c2Br)cc1,433703,1,0,0,8.301029996,8.301029996,8.301029996,8.301029996,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCCCC(F)(F)F)c2sc3ccccc3c2Cl)cc1,433701,1,0,0,8.091514981,8.091514981,8.091514981,8.091514981,,,,,,,,,Active,Antagonist
Nc1ccc(S(=O)(=O)N(CCCCC(F)(F)F)c2sc3ccccc3c2Cl)cc1Cl,433702,1,0,0,7.521433504,7.521433504,7.521433504,7.521433504,,,,,,,,,Active,Antagonist
NC1CCCC(N(C(=O)c2ccccc2OCc2ccccc2)C2CC2)C1,72545017,1,0,0,8.696803943,8.696803943,8.696803943,8.696803943,,,,,,,,,Active,Antagonist
NC1CCCC(N(C(=O)c2ccccc2OCc2ccccc2)C2CCC2)C1,72545016,1,0,0,8.866461092,8.866461092,8.866461092,8.866461092,,,,,,,,,Active,Antagonist
NC1CCCC(N(CC2CC2)C(=O)c2ccccc2OCc2ccccc2)C1,72545245,1,0,0,9.226945307,9.226945307,9.226945307,9.226945307,,,,,,,,,Active,Antagonist
NCCc1c[nH]c2c(OCc3ccccc3)cccc12,"260806, 260806, CHEMBL460302, 50609900, CHEMBL460302, 50609908",6,0,0,5.049148541,8.476253533,6.262701037,5.476253533,,,,,,,,,Inactive,Antagonist
NCCc1c[nH]c2ccc(Br)cc12,"77158, 77158, CHEMBL1288717, 50609902, CHEMBL1288717, 50609911",6,0,0,4.517126416,7.643974143,5.58055028,4.643974143,,,,,,,,,Inactive,Antagonist
NCCc1c[nH]c2ccc(Cl)cc12,"77379, 77379, CHEMBL1288716, 50609898, CHEMBL1288716, 50609907",6,0,0,4.492144128,7.66756154,5.579852834,4.66756154,,,,,,,,,Inactive,Antagonist
NCCc1c[nH]c2ccc(F)cc12,"164682, 164682, CHEMBL275628, 50609904, CHEMBL275628, 50609910",6,0,0,4.882728704,7.910094889,5.896411797,4.910094889,,,,,,,,,Inactive,Antagonist
NCCc1c[nH]c2ccc(Oc3ccccc3)cc12,"35780, CHEMBL5275778, 51525240",3,0,0,6.468521083,9.468521083,7.468521083,6.468521083,,,,,,,,,Active,Antagonist
NCCc1c[nH]c2ccc(OCc3ccccc3)cc12,"89576, 89576, CHEMBL1288652, 50609896, CHEMBL1288652, 50609905",6,0,0,6.180456064,9.468521083,7.324488573,6.468521083,,,,,,,,,Active,Antagonist
NCCCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(F)cc3)N2C1=O,51345623,1,0,0,5.292429824,5.292429824,5.292429824,5.292429824,,,,,,,,,Inactive,Antagonist
NCCCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccc(F)cc3)N2C1=O,51345624,1,0,0,4.565431096,4.565431096,4.565431096,4.565431096,,,,,,,,,Inactive,Antagonist
NCCN(c1sc2ccccc2c1Cl)S(=O)(=O)c1ccccc1,433389,1,0,0,6.4710833,6.4710833,6.4710833,6.4710833,,,,,,,,,Active,Antagonist
NCCN(Cc1cccs1)C(=O)c1ccccc1OCc1ccccc1,"16035583, CHEMBL2442051, 51082016",3,0,0,5.906578315,8.906578315,6.906578315,5.906578315,,,,,,,,,Inactive,Antagonist
O=[N+]([O-])c1ccc(CN(CCc2c[nH]c3ccccc23)Cc2ccccc2)cc1,51135386,1,0,0,5.522878745,5.522878745,5.522878745,5.522878745,,,,,,,,,Inactive,Antagonist
O=[N+]([O-])c1ccc(CN2CCc3c([nH]c4ccccc34)C2c2ccccc2)cc1,51135396,1,0,0,5.48148606,5.48148606,5.48148606,5.48148606,,,,,,,,,Inactive,Antagonist
O=[N+]([O-])c1ccc(Sc2[nH]c3ccccc3c2CCN(Cc2ccccc2)Cc2ccccc2)c([N+](=O)[O-])c1,51135388,1,0,0,5.657577319,5.657577319,5.657577319,5.657577319,,,,,,,,,Inactive,Antagonist
O=[N+]([O-])c1cccc(CN(c2cc3ccccc3s2)S(=O)(=O)c2ccccc2)c1,433203,1,0,0,7.107905397,7.107905397,7.107905397,7.107905397,,,,,,,,,Active,Antagonist
O=[N+]([O-])c1cccc(CN(c2sc3ccccc3c2Br)S(=O)(=O)c2ccccc2)c1,433297,1,0,0,7.982966661,7.982966661,7.982966661,7.982966661,,,,,,,,,Active,Antagonist
O=[N+]([O-])c1ccccc1CN(c1cc2ccccc2s1)S(=O)(=O)c1ccccc1,433206,1,0,0,7.1837587,7.1837587,7.1837587,7.1837587,,,,,,,,,Active,Antagonist
O=[N+]([O-])c1ccccc1CN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccccc1,433301,1,0,0,7.714442691,7.714442691,7.714442691,7.714442691,,,,,,,,,Active,Antagonist
O=C(/C=C/c1ccc(Br)cc1)Nc1ccccc1C(=O)O,"CHEMBL4454519, 51252356, CHEMBL4454519, 51252329",4,0,0,4.199998172,4.229147988,4.214573545,4.21457401,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1ccccc1C(=O)O,"CHEMBL4446849, 51252364, CHEMBL4446849, 51252330",4,0,0,4.468521083,4.499999953,4.484259763,4.484259008,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1ccc2c(c1)OCO2)N(c1ccccc1)C1CCCCC1,884194,0,0,1,,,,,,,,,6.045757491,6.045757491,6.045757491,6.045757491,Active,Agonist
O=C(/C=C/c1ccc2c(c1)OCO2)N(c1ccccc1)c1ccccc1,884197,0,0,1,,,,,,,,,6.096910013,6.096910013,6.096910013,6.096910013,Active,Agonist
O=C(/C=C/c1ccc2c(c1)OCO2)N(C1CCCCC1)C1CCCCC1,884193,0,0,1,,,,,,,,,4.928117993,4.928117993,4.928117993,4.928117993,Inactive,Agonist
O=C(/C=C/c1ccc2c(c1)OCO2)N(c1ccccn1)C1CCCCC1,884192,0,0,1,,,,,,,,,7,7,7,7,Active,Agonist
O=C(/C=C/c1ccc2c(c1)OCO2)N(Cc1ccccc1)c1ccccc1,884201,0,0,1,,,,,,,,,5.920818754,5.920818754,5.920818754,5.920818754,Inactive,Agonist
O=C(/C=C/c1ccc2c(c1)OCO2)N(Cc1ccccc1)c1ccccn1,884203,0,0,1,,,,,,,,,6.15490196,6.15490196,6.15490196,6.15490196,Active,Agonist
O=C(/C=C/c1ccc2c(c1)OCO2)N(Cc1cccs1)c1ccn[nH]1,"CHEMBL4069241, 50889687",0,0,2,,,,,,,,,11.69897,11.69897,11.69897,11.69897,Active,Agonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc(Br)c1,50333177,1,0,0,6.853871964,6.853871964,6.853871964,6.853871964,,,,,,,,,Active,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc(Cl)c1,50333176,1,0,0,6.769551079,6.769551079,6.769551079,6.769551079,,,,,,,,,Active,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc(CO)c1,50333172,1,0,0,5.187086643,5.187086643,5.187086643,5.187086643,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc(I)c1,50333178,1,0,0,7.13667714,7.13667714,7.13667714,7.13667714,,,,,,,,,Active,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc(O)c1,50333168,1,0,0,5,5,5,5,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccccc1Br,50333174,1,0,0,5.823908741,5.823908741,5.823908741,5.823908741,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccccc1Cl,50333173,1,0,0,5.769551079,5.769551079,5.769551079,5.769551079,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccccc1CO,50333171,1,0,0,5,5,5,5,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccccc1I,50333175,1,0,0,5.978810701,5.978810701,5.978810701,5.978810701,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccccc1O,50333167,1,0,0,5.721246399,5.721246399,5.721246399,5.721246399,,,,,,,,,Inactive,Antagonist
O=C(/C=C/c1ccccc1)N(c1ccccc1)C1CCCCC1,884217,0,0,1,,,,,,,,,6.22184875,6.22184875,6.22184875,6.22184875,Active,Agonist
O=C(/C=C/c1ccccc1)N(c1ccccc1)c1ccccc1,884218,0,0,1,,,,,,,,,5.537602002,5.537602002,5.537602002,5.537602002,Inactive,Agonist
O=C(/C=C/c1ccccc1)N(c1ccccn1)C1CCCCC1,"884226, 884216",0,0,2,,,,,,,,,5.37675071,5.638272164,5.507511437,5.507511437,Inactive,Agonist
O=C(/C=C/c1ccccc1)N(Cc1ccccc1)c1ccccc1,884219,0,0,1,,,,,,,,,5.619788758,5.619788758,5.619788758,5.619788758,Inactive,Agonist
O=C(/C=C/c1ccccc1Cl)N(c1ccccn1)C1CCCCC1,884232,0,0,1,,,,,,,,,6.15490196,6.15490196,6.15490196,6.15490196,Active,Agonist
O=C(/C=C/c1ccccc1Cl)Nc1ccccc1C(=O)O,"CHEMBL4517528, 51252293, CHEMBL4517528, 51252331",4,0,0,4.677780705,4.700000069,4.688888319,4.688886251,,,,,,,,,Inactive,Antagonist
O=C([C@@H](Nc1ccccc1F)c1ccc(C(F)(F)F)cc1)N1CCC[C@H]1c1ccccc1F,51057969,1,0,0,8.22184875,8.22184875,8.22184875,8.22184875,,,,,,,,,Active,Antagonist
O=C([C@H](Nc1ccccc1F)c1ccc(C(F)(F)F)cc1)N1CCC[C@H]1c1ccccc1F,"51057998, 51057984, 51057968",3,0,0,7.346787486,8.15490196,7.86619982,8.096910013,,,,,,,,,Active,Antagonist
O=C([O-])c1ccc(S(=O)(=O)N(Cc2cc3c(F)cc(F)cc3s2)c2ncc3ccccc3c2C(F)(F)F)cc1,CHEMBL3687405,1,0,0,8.301029996,8.301029996,8.301029996,8.301029996,,,,,,,,,Active,Antagonist
O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)C3CC3)c(Cl)c2)c2ncc3ccccc3c2C(F)(F)F)cc1,CHEMBL3687404,1,0,0,9.045757491,9.045757491,9.045757491,9.045757491,,,,,,,,,Active,Antagonist
O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)C3CC3)c(Cl)c2)c2ncc3ccccc3c2C2CC2)cc1,CHEMBL3687357,1,0,0,8.920818754,8.920818754,8.920818754,8.920818754,,,,,,,,,Active,Antagonist
O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)C3CC3)c(F)c2)c2ncc3ccccc3c2C(F)(F)F)cc1,CHEMBL3687406,1,0,0,8.795880017,8.795880017,8.795880017,8.795880017,,,,,,,,,Active,Antagonist
O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)C3CC3)c(F)c2)c2ncc3ccccc3c2C2CC2)cc1,CHEMBL3687381,1,0,0,9.096910013,9.096910013,9.096910013,9.096910013,,,,,,,,,Active,Antagonist
O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2Cl)cc1,CHEMBL3682557,1,0,0,8.508638306,8.508638306,8.508638306,8.508638306,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccc(F)cc1)c1ccc(C(F)(F)F)cc1)N1CCCC1c1ccccc1Cl,51057993,1,0,0,7.13667714,7.13667714,7.13667714,7.13667714,,,,,,,,,Active,Antagonist
O=C(C(Nc1cccc(F)c1)c1ccc(C(F)(F)F)cc1)N1CCCC1c1ccccc1Cl,51057994,1,0,0,6.860120914,6.860120914,6.860120914,6.860120914,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1)c1ccc(C(F)(F)F)cc1)N1CCC[C@@H]1c1ccccc1Cl,51058000,1,0,0,6.774690718,6.774690718,6.774690718,6.774690718,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1)c1ccc(C(F)(F)F)cc1)N1CCC[C@H]1c1ccccc1Cl,51058001,1,0,0,7.387216143,7.387216143,7.387216143,7.387216143,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1)c1ccc(C(F)(F)F)cc1)N1CCCC1c1ccccc1,51058004,1,0,0,7.22184875,7.22184875,7.22184875,7.22184875,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1)c1ccc(C(F)(F)F)cc1)N1CCCC1c1ccccc1F,51058003,1,0,0,7.522878745,7.522878745,7.522878745,7.522878745,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1F)c1cc2ccccc2s1)N1CCC[C@H]1c1ccccc1F,51057980,1,0,0,8.522878745,8.522878745,8.522878745,8.522878745,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1F)c1cc2ccccc2s1)N1CCCC1c1ccccn1,51057979,1,0,0,8.096910013,8.096910013,8.096910013,8.096910013,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1F)c1cc2ccccc2s1)N1CCCC1c1cccnc1,51057978,1,0,0,7.602059991,7.602059991,7.602059991,7.602059991,,,,,,,,,Active,Antagonist
O=C(C(Nc1ccccc1F)c1ccc(Br)cc1)N1CCC[C@H]1c1ccccc1F,51057974,1,0,0,8.045757491,8.045757491,8.045757491,8.045757491,,,,,,,,,Active,Antagonist
